lakeid,year4,daynum,sampledate,sta,llevel_elevation
AL,1984,144,5/23/1984,1,494.446
AL,1984,157,6/5/1984,1,494.45
AL,1984,215,8/2/1984,1,494.446
AL,1984,289,10/15/1984,1,494.461
AL,1984,313,11/8/1984,1,494.498
AL,1985,120,4/30/1985,1,494.54
AL,1985,136,5/16/1985,1,494.244
AL,1985,148,5/28/1985,1,494.275
AL,1985,162,6/11/1985,1,494.32
AL,1985,175,6/24/1985,1,494.33
AL,1985,192,7/11/1985,1,494.32
AL,1985,204,7/23/1985,1,494.32
AL,1985,219,8/7/1985,1,494.397
AL,1985,231,8/19/1985,1,494.327
AL,1985,255,9/12/1985,1,494.357
AL,1985,273,9/30/1985,1,494.482
AL,1985,295,10/22/1985,1,494.494
AL,1985,315,11/11/1985,1,494.506
AL,1986,128,5/8/1986,1,494.54
AL,1986,140,5/20/1986,1,494.52
AL,1986,153,6/2/1986,1,494.26
AL,1986,169,6/18/1986,1,494.26
AL,1986,183,7/2/1986,1,494.27
AL,1986,197,7/16/1986,1,494.36
AL,1986,209,7/28/1986,1,494.42
AL,1986,225,8/13/1986,1,494.41
AL,1986,238,8/26/1986,1,494.41
AL,1986,253,9/10/1986,1,494.64
AL,1986,265,9/22/1986,1,494.72
AL,1986,282,10/9/1986,1,494.51
AL,1986,295,10/22/1986,1,494.56
AL,1986,307,11/3/1986,1,494.644
AL,1987,124,5/4/1987,1,494.032
AL,1987,138,5/18/1987,1,494.032
AL,1987,152,6/1/1987,1,494.053
AL,1987,162,6/11/1987,1,494.05
AL,1987,180,6/29/1987,1,494.029
AL,1987,194,7/13/1987,1,494.157
AL,1987,208,7/27/1987,1,494.084
AL,1987,225,8/13/1987,1,494.044
AL,1987,238,8/26/1987,1,494.029
AL,1987,253,9/10/1987,1,494.105
AL,1987,264,9/21/1987,1,494.187
AL,1987,294,10/21/1987,1,494.312
AL,1987,309,11/5/1987,1,494.334
AL,1987,322,11/18/1987,1,494.361
AL,1988,117,4/26/1988,1,494.283
AL,1988,130,5/9/1988,1,493.978
AL,1988,146,5/25/1988,1,493.972
AL,1988,159,6/7/1988,1,493.948
AL,1988,172,6/20/1988,1,493.954
AL,1988,186,7/4/1988,1,493.978
AL,1988,201,7/19/1988,1,494.094
AL,1988,216,8/3/1988,1,494.131
AL,1988,231,8/18/1988,1,494.143
AL,1988,257,9/13/1988,1,494.326
AL,1988,272,9/28/1988,1,494.375
AL,1988,286,10/12/1988,1,494.405
AL,1988,299,10/25/1988,1,494.424
AL,1989,121,5/1/1989,1,494.162
AL,1989,136,5/16/1989,1,494.169
AL,1989,149,5/29/1989,1,494.114
AL,1989,179,6/28/1989,1,494.15
AL,1989,193,7/12/1989,1,494.205
AL,1989,206,7/25/1989,1,494.217
AL,1989,219,8/7/1989,1,494.205
AL,1989,234,8/22/1989,1,494.236
AL,1989,249,9/6/1989,1,494.339
AL,1989,262,9/19/1989,1,494.388
AL,1989,277,10/4/1989,1,494.419
AL,1989,291,10/18/1989,1,494.419
AL,1989,304,10/31/1989,1,494.467
AL,1989,313,11/9/1989,1,494.443
AL,1990,120,4/30/1990,1,494.4
AL,1990,137,5/17/1990,1,494.412
AL,1990,150,5/30/1990,1,494.223
AL,1990,164,6/13/1990,1,494.113
AL,1990,178,6/27/1990,1,494.065
AL,1990,190,7/9/1990,1,494.052
AL,1990,205,7/24/1990,1,494.025
AL,1990,220,8/8/1990,1,494.022
AL,1990,234,8/22/1990,1,494.113
AL,1990,247,9/4/1990,1,494.141
AL,1990,261,9/18/1990,1,494.333
AL,1990,276,10/3/1990,1,494.385
AL,1990,290,10/17/1990,1,494.379
AL,1990,304,10/31/1990,1,494.333
AL,1990,313,11/9/1990,1,494.376
AL,1991,127,5/7/1991,1,494.135
AL,1991,141,5/21/1991,1,494.098
AL,1991,155,6/4/1991,1,494.129
AL,1991,169,6/18/1991,1,494.116
AL,1991,184,7/3/1991,1,494.159
AL,1991,196,7/15/1991,1,494.098
AL,1991,211,7/30/1991,1,494.11
AL,1991,225,8/13/1991,1,494.068
AL,1991,239,8/27/1991,1,494.104
AL,1991,253,9/10/1991,1,494.214
AL,1991,266,9/23/1991,1,494.324
AL,1991,282,10/9/1991,1,494.312
AL,1991,301,10/28/1991,1,494.312
AL,1992,126,5/5/1992,1,494.188
AL,1992,139,5/18/1992,1,494.143
AL,1992,153,6/1/1992,1,494.063
AL,1992,171,6/19/1992,1,494.051
AL,1992,189,7/7/1992,1,494.106
AL,1992,197,7/15/1992,1,494.088
AL,1992,211,7/29/1992,1,494.344
AL,1992,225,8/12/1992,1,494.161
AL,1992,239,8/26/1992,1,494.077
AL,1992,255,9/11/1992,1,494.077
AL,1992,265,9/21/1992,1,494.169
AL,1992,280,10/6/1992,1,494.168
AL,1992,295,10/21/1992,1,494.288
AL,1992,311,11/6/1992,1,494.333
AL,1993,123,5/3/1993,1,494.245
AL,1993,137,5/17/1993,1,494.159
AL,1993,155,6/4/1993,1,494.171
AL,1993,167,6/16/1993,1,494.196
AL,1993,181,6/30/1993,1,494.202
AL,1993,193,7/12/1993,1,494.196
AL,1993,207,7/26/1993,1,494.165
AL,1993,223,8/11/1993,1,494.196
AL,1993,238,8/26/1993,1,494.162
AL,1993,252,9/9/1993,1,494.205
AL,1993,265,9/22/1993,1,494.275
AL,1993,277,10/4/1993,1,494.33
AL,1993,294,10/21/1993,1,494.397
AL,1993,307,11/3/1993,1,494.373
AL,1994,123,5/3/1994,1,494.095
AL,1994,140,5/20/1994,1,494.049
AL,1994,164,6/13/1994,1,494.08
AL,1994,178,6/27/1994,1,494.049
AL,1994,193,7/12/1994,1,494.104
AL,1994,220,8/8/1994,1,494.064
AL,1994,237,8/25/1994,1,494.046
AL,1994,252,9/9/1994,1,494.055
AL,1994,264,9/21/1994,1,494.141
AL,1994,278,10/5/1994,1,494.128
AL,1994,290,10/17/1994,1,494.131
AL,1994,304,10/31/1994,1,494.122
AL,1994,321,11/17/1994,1,494.092
AL,1995,121,5/1/1995,1,494.068
AL,1995,135,5/15/1995,1,494.117
AL,1995,150,5/30/1995,1,494.117
AL,1995,163,6/12/1995,1,494.102
AL,1995,177,6/26/1995,1,494.062
AL,1995,191,7/10/1995,1,494.08
AL,1995,207,7/26/1995,1,494.098
AL,1995,220,8/8/1995,1,494.138
AL,1995,233,8/21/1995,1,494.117
AL,1995,250,9/7/1995,1,494.071
AL,1995,261,9/18/1995,1,494.101
AL,1995,289,10/16/1995,1,494.181
AL,1995,303,10/30/1995,1,494.193
AL,1996,135,5/14/1996,1,494.208
AL,1996,164,6/12/1996,1,494.126
AL,1996,179,6/27/1996,1,494.15
AL,1996,193,7/11/1996,1,494.116
AL,1996,204,7/22/1996,1,494.113
AL,1996,221,8/8/1996,1,494.11
AL,1996,234,8/21/1996,1,494.083
AL,1996,276,10/2/1996,1,494.125
AL,1996,290,10/16/1996,1,494.113
AL,1996,309,11/4/1996,1,494.159
AL,1997,133,5/13/1997,1,494.111
AL,1997,140,5/20/1997,1,494.129
AL,1997,154,6/3/1997,1,494.111
AL,1997,167,6/16/1997,1,494.144
AL,1997,183,7/2/1997,1,494.163
AL,1997,196,7/15/1997,1,494.153
AL,1997,212,7/31/1997,1,494.126
AL,1997,226,8/14/1997,1,494.111
AL,1997,239,8/27/1997,1,494.156
AL,1997,251,9/8/1997,1,494.138
AL,1997,268,9/25/1997,1,494.141
AL,1997,280,10/7/1997,1,494.153
AL,1997,293,10/20/1997,1,494.153
AL,1997,311,11/7/1997,1,494.129
AL,1998,112,4/22/1998,1,494.088
AL,1998,124,5/4/1998,1,494.052
AL,1998,138,5/18/1998,1,494.08
AL,1998,152,6/1/1998,1,494.076
AL,1998,168,6/17/1998,1,494.131
AL,1998,180,6/29/1998,1,494.131
AL,1998,194,7/13/1998,1,494.101
AL,1998,210,7/29/1998,1,494.058
AL,1998,223,8/11/1998,1,494.085
AL,1998,237,8/25/1998,1,494.101
AL,1998,252,9/9/1998,1,494.095
AL,1998,265,9/22/1998,1,494.079
AL,1998,278,10/5/1998,1,494.07
AL,1998,292,10/19/1998,1,494.122
AL,1998,308,11/4/1998,1,494.107
AL,1999,126,5/6/1999,1,494.099
AL,1999,137,5/17/1999,1,494.136
AL,1999,155,6/4/1999,1,494.106
AL,1999,167,6/16/1999,1,494.124
AL,1999,179,6/28/1999,1,494.093
AL,1999,195,7/14/1999,1,494.188
AL,1999,209,7/28/1999,1,494.133
AL,1999,222,8/10/1999,1,494.118
AL,1999,238,8/26/1999,1,494.139
AL,1999,250,9/7/1999,1,494.084
AL,1999,265,9/22/1999,1,494.16
AL,1999,277,10/4/1999,1,494.221
AL,1999,292,10/19/1999,1,494.325
AL,1999,309,11/5/1999,1,494.316
AL,2000,94,4/3/2000,1,494.133
AL,2000,115,4/24/2000,1,494.081
AL,2000,125,5/4/2000,1,494.044
AL,2000,137,5/16/2000,1,494.029
AL,2000,154,6/2/2000,1,494.041
AL,2000,165,6/13/2000,1,494.056
AL,2000,181,6/29/2000,1,494.117
AL,2000,194,7/12/2000,1,494.194
AL,2000,206,7/24/2000,1,494.084
AL,2000,222,8/9/2000,1,494.108
AL,2000,236,8/23/2000,1,494.099
AL,2000,252,9/8/2000,1,494.069
AL,2000,263,9/19/2000,1,494.084
AL,2000,276,10/2/2000,1,494.069
AL,2000,290,10/16/2000,1,494.09
AL,2000,304,10/30/2000,1,494.084
AL,2000,320,11/15/2000,1,494.117
AL,2001,121,5/1/2001,1,494.18
AL,2001,134,5/14/2001,1,494.15
AL,2001,149,5/29/2001,1,494.17
AL,2001,162,6/11/2001,1,494.17
AL,2001,176,6/25/2001,1,494.2
AL,2001,191,7/10/2001,1,494.12
AL,2001,204,7/23/2001,1,494.14
AL,2001,218,8/6/2001,1,494.14
AL,2001,235,8/23/2001,1,494.12
AL,2001,248,9/5/2001,1,494.1
AL,2001,260,9/17/2001,1,494.13
AL,2001,276,10/3/2001,1,494.15
AL,2001,288,10/15/2001,1,494.18
AL,2001,302,10/29/2001,1,494.2
AL,2001,318,11/14/2001,1,494.18
AL,2002,113,4/23/2002,1,494.154
AL,2002,126,5/6/2002,1,494.104
AL,2002,140,5/20/2002,1,494.087
AL,2002,154,6/3/2002,1,494.019
AL,2002,168,6/17/2002,1,494.089
AL,2002,182,7/1/2002,1,494.069
AL,2002,197,7/16/2002,1,494.039
AL,2002,226,8/14/2002,1,493.999
AL,2002,238,8/26/2002,1,494.039
AL,2002,252,9/9/2002,1,494.039
AL,2002,267,9/24/2002,1,494.054
AL,2002,282,10/9/2002,1,494.129
AL,2002,294,10/21/2002,1,494.089
AL,2002,308,11/4/2002,1,494.159
AL,2003,120,4/30/2003,1,494.156
AL,2003,149,5/29/2003,1,494.176
AL,2003,162,6/11/2003,1,494.216
AL,2003,174,6/23/2003,1,494.166
AL,2003,188,7/7/2003,1,494.156
AL,2003,204,7/23/2003,1,494.146
AL,2003,218,8/6/2003,1,494.251
AL,2003,230,8/18/2003,1,494.156
AL,2003,245,9/2/2003,1,494.124
AL,2003,260,9/17/2003,1,494.126
AL,2003,273,9/30/2003,1,494.136
AL,2003,286,10/13/2003,1,494.191
AL,2003,303,10/30/2003,1,494.241
AL,2003,323,11/19/2003,1,494.313
AL,2004,118,4/27/2004,1,494.241
AL,2004,131,5/10/2004,1,494.163
AL,2004,145,5/24/2004,1,494.181
AL,2004,159,6/7/2004,1,494.194
AL,2004,173,6/21/2004,1,494.161
AL,2004,189,7/7/2004,1,494.159
AL,2004,204,7/22/2004,1,494.126
AL,2004,215,8/2/2004,1,494.126
AL,2004,229,8/16/2004,1,494.119
AL,2004,245,9/1/2004,1,494.114
AL,2004,254,9/10/2004,1,494.111
AL,2004,274,9/30/2004,1,494.101
AL,2004,285,10/11/2004,1,494.101
AL,2004,299,10/25/2004,1,494.106
AL,2004,314,11/9/2004,1,494.126
AL,2005,109,4/19/2005,1,494.142
AL,2005,123,5/3/2005,1,494.116
AL,2005,136,5/16/2005,1,494.123
AL,2005,151,5/31/2005,1,494.096
AL,2005,165,6/14/2005,1,494.132
AL,2005,178,6/27/2005,1,494.088
AL,2005,192,7/11/2005,1,494.098
AL,2005,207,7/26/2005,1,494.098
AL,2005,220,8/8/2005,1,494.063
AL,2005,235,8/23/2005,1,494.053
AL,2005,249,9/6/2005,1,494.038
AL,2005,265,9/22/2005,1,494.086
AL,2005,276,10/3/2005,1,494.093
AL,2005,293,10/20/2005,1,494.163
AL,2005,312,11/8/2005,1,494.12
AL,2006,110,4/20/2006,1,494.155
AL,2006,121,5/1/2006,1,494.127
AL,2006,136,5/16/2006,1,494.162
AL,2006,150,5/30/2006,1,494.197
AL,2006,163,6/12/2006,1,494.142
AL,2006,177,6/26/2006,1,494.12
AL,2006,192,7/11/2006,1,494.097
AL,2006,206,7/25/2006,1,494.072
AL,2006,221,8/9/2006,1,494.105
AL,2006,233,8/21/2006,1,494.112
AL,2006,248,9/5/2006,1,494.152
AL,2006,262,9/19/2006,1,494.232
AL,2006,277,10/4/2006,1,494.192
AL,2006,289,10/16/2006,1,494.152
AL,2006,304,10/31/2006,1,494.137
AL,2007,113,4/23/2007,1,494.07
AL,2007,127,5/7/2007,1,494.029
AL,2007,141,5/21/2007,1,494.04
AL,2007,155,6/4/2007,1,494.066
AL,2007,170,6/19/2007,1,494.076
AL,2007,185,7/4/2007,1,494.041
AL,2007,197,7/16/2007,1,494.036
AL,2007,211,7/30/2007,1,494.036
AL,2007,227,8/15/2007,1,494.016
AL,2007,242,8/30/2007,1,494.036
AL,2007,253,9/10/2007,1,494.036
AL,2007,270,9/27/2007,1,494.126
AL,2007,281,10/8/2007,1,494.206
AL,2007,295,10/22/2007,1,494.176
AL,2007,312,11/8/2007,1,494.136
AL,2008,129,5/8/2008,1,494.22
AL,2008,140,5/19/2008,1,494.148
AL,2008,154,6/2/2008,1,494.167
AL,2008,171,6/19/2008,1,494.24
AL,2008,182,6/30/2008,1,494.217
AL,2008,197,7/15/2008,1,494.15
AL,2008,210,7/28/2008,1,494.138
AL,2008,225,8/12/2008,1,494.101
AL,2008,238,8/25/2008,1,494.083
AL,2008,253,9/9/2008,1,494.093
AL,2008,266,9/22/2008,1,494.108
AL,2008,280,10/6/2008,1,494.143
AL,2008,294,10/20/2008,1,494.153
AL,2008,311,11/6/2008,1,494.168
AL,2009,117,4/27/2009,1,494.195
AL,2009,132,5/12/2009,1,494.145
AL,2009,146,5/26/2009,1,494.105
AL,2009,159,6/8/2009,1,494.105
AL,2009,173,6/22/2009,1,494.1
AL,2009,187,7/6/2009,1,494.075
AL,2009,202,7/21/2009,1,494.055
AL,2009,216,8/4/2009,1,494.065
AL,2009,231,8/19/2009,1,494.07
AL,2009,243,8/31/2009,1,494.12
AL,2009,257,9/14/2009,1,494.14
AL,2009,272,9/29/2009,1,494.185
AL,2009,287,10/14/2009,1,494.235
AL,2009,299,10/26/2009,1,494.275
AL,2009,313,11/9/2009,1,494.245
AL,2010,102,4/12/2010,1,494.233
AL,2010,117,4/27/2010,1,494.225
AL,2010,132,5/12/2010,1,494.197
AL,2010,144,5/24/2010,1,494.089
AL,2010,158,6/7/2010,1,494.082
AL,2010,173,6/22/2010,1,494.132
AL,2010,189,7/8/2010,1,494.172
AL,2010,200,7/19/2010,1,494.192
AL,2010,214,8/2/2010,1,494.182
AL,2010,230,8/18/2010,1,494.155
AL,2010,243,8/31/2010,1,494.168
AL,2010,256,9/13/2010,1,494.147
AL,2010,272,9/29/2010,1,494.267
AL,2010,285,10/12/2010,1,494.192
AL,2010,301,10/28/2010,1,494.237
AL,2010,314,11/10/2010,1,494.187
AL,2011,122,5/2/2011,1,494.225
AL,2011,137,5/17/2011,1,494.197
AL,2011,151,5/31/2011,1,494.187
AL,2011,164,6/13/2011,1,494.142
AL,2011,178,6/27/2011,1,494.194
AL,2011,193,7/12/2011,1,494.137
AL,2011,206,7/25/2011,1,494.147
AL,2011,220,8/8/2011,1,494.187
AL,2011,234,8/22/2011,1,494.145
AL,2011,250,9/7/2011,1,494.117
AL,2011,262,9/19/2011,1,494.109
AL,2011,278,10/5/2011,1,494.132
AL,2011,290,10/17/2011,1,494.142
AL,2011,304,10/31/2011,1,494.157
AL,2011,315,11/11/2011,1,494.152
AL,2012,94,4/3/2012,1,494.153
AL,2012,107,4/16/2012,1,494.131
AL,2012,121,4/30/2012,1,494.134
AL,2012,135,5/14/2012,1,494.151
AL,2012,150,5/29/2012,1,494.151
AL,2012,163,6/11/2012,1,494.108
AL,2012,178,6/26/2012,1,494.168
AL,2012,192,7/10/2012,1,494.106
AL,2012,207,7/25/2012,1,494.066
AL,2012,219,8/6/2012,1,494.061
AL,2012,233,8/20/2012,1,494.066
AL,2012,248,9/4/2012,1,494.041
AL,2012,263,9/19/2012,1,494.065
AL,2012,275,10/1/2012,1,494.068
AL,2012,306,11/1/2012,1,494.229
AL,2012,314,11/9/2012,1,494.213
AL,2013,134,5/14/2013,1,494.198
AL,2013,161,6/10/2013,1,494.175
AL,2013,177,6/26/2013,1,494.181
AL,2013,192,7/11/2013,1,494.199
AL,2013,219,8/7/2013,1,494.132
AL,2013,231,8/19/2013,1,494.114
AL,2013,246,9/3/2013,1,494.212
AL,2013,274,10/1/2013,1,494.108
AL,2013,303,10/30/2013,1,494.337
AL,2013,311,11/7/2013,1,494.416
AL,2014,140,5/20/2014,1,494.278
AL,2014,153,6/2/2014,1,494.312
AL,2014,168,6/17/2014,1,494.275
AL,2014,183,7/2/2014,1,494.22
AL,2014,195,7/14/2014,1,494.183
AL,2014,211,7/30/2014,1,494.135
AL,2014,224,8/12/2014,1,494.135
AL,2014,238,8/26/2014,1,494.144
AL,2014,251,9/8/2014,1,494.183
AL,2014,267,9/24/2014,1,494.159
AL,2014,279,10/6/2014,1,494.19
AL,2014,294,10/21/2014,1,494.196
AL,2014,307,11/3/2014,1,494.171
AL,2015,111,4/21/2015,1,494.134
AL,2015,125,5/5/2015,1,494.091
AL,2015,153,6/2/2015,1,494.112
AL,2015,169,6/18/2015,1,494.134
AL,2015,181,6/30/2015,1,494.131
AL,2015,194,7/13/2015,1,494.131
AL,2015,208,7/27/2015,1,494.1
AL,2015,222,8/10/2015,1,494.155
AL,2015,238,8/26/2015,1,494.268
AL,2015,251,9/8/2015,1,494.381
AL,2015,264,9/21/2015,1,494.405
AL,2015,279,10/6/2015,1,494.146
AL,2015,292,10/19/2015,1,494.112
AL,2015,313,11/9/2015,1,494.128
BM,1981,209,7/28/1981,1,500.73
BM,1981,238,8/26/1981,1,500.8
BM,1981,257,9/14/1981,1,500.74
BM,1981,334,11/30/1981,1,500.51
BM,1982,25,1/25/1982,1,500.55
BM,1982,56,2/25/1982,1,500.56
BM,1982,97,4/7/1982,1,500.64
BM,1982,131,5/11/1982,1,500.63
BM,1982,145,5/25/1982,1,500.75
BM,1982,160,6/9/1982,1,500.65
BM,1982,202,7/21/1982,1,500.79
BM,1982,230,8/18/1982,1,500.65
BM,1982,264,9/21/1982,1,500.68
BM,1982,291,10/18/1982,1,500.82
BM,1983,157,6/6/1983,1,501.18
BM,1984,145,5/24/1984,1,500.792
BM,1984,158,6/6/1984,1,500.771
BM,1984,172,6/20/1984,1,500.768
BM,1984,185,7/3/1984,1,500.734
BM,1984,199,7/17/1984,1,500.692
BM,1984,214,8/1/1984,1,500.637
BM,1984,226,8/13/1984,1,500.67
BM,1984,248,9/4/1984,1,500.676
BM,1984,310,11/5/1984,1,500.606
BM,1985,121,5/1/1985,1,500.753
BM,1985,134,5/14/1985,1,500.817
BM,1985,150,5/30/1985,1,500.82
BM,1985,164,6/13/1985,1,500.826
BM,1985,177,6/26/1985,1,500.823
BM,1985,190,7/9/1985,1,500.82
BM,1985,206,7/25/1985,1,500.771
BM,1985,220,8/8/1985,1,500.723
BM,1985,233,8/21/1985,1,500.686
BM,1985,254,9/11/1985,1,500.713
BM,1985,276,10/3/1985,1,500.723
BM,1985,298,10/25/1985,1,500.738
BM,1985,317,11/13/1985,1,500.723
BM,1986,128,5/8/1986,1,500.74
BM,1986,139,5/19/1986,1,500.71
BM,1986,155,6/4/1986,1,500.67
BM,1986,169,6/18/1986,1,500.68
BM,1986,182,7/1/1986,1,500.68
BM,1986,197,7/16/1986,1,500.7
BM,1986,211,7/30/1986,1,500.7
BM,1986,224,8/12/1986,1,500.68
BM,1986,237,8/25/1986,1,500.67
BM,1986,253,9/10/1986,1,500.66
BM,1986,266,9/23/1986,1,500.67
BM,1986,280,10/7/1986,1,500.66
BM,1986,294,10/21/1986,1,500.68
BM,1987,126,5/6/1987,1,500.438
BM,1987,141,5/21/1987,1,500.413
BM,1987,153,6/2/1987,1,500.435
BM,1987,181,6/30/1987,1,500.349
BM,1987,195,7/14/1987,1,500.401
BM,1987,209,7/28/1987,1,500.401
BM,1987,223,8/11/1987,1,500.349
BM,1987,236,8/24/1987,1,500.291
BM,1987,252,9/9/1987,1,500.273
BM,1987,266,9/23/1987,1,500.261
BM,1987,279,10/6/1987,1,500.243
BM,1987,294,10/21/1987,1,500.206
BM,1987,308,11/4/1987,1,500.237
BM,1987,320,11/16/1987,1,500.249
BM,1988,132,5/11/1988,1,500.294
BM,1988,146,5/25/1988,1,500.257
BM,1988,161,6/9/1988,1,500.22
BM,1988,174,6/22/1988,1,500.153
BM,1988,202,7/20/1988,1,500.123
BM,1988,217,8/4/1988,1,500.111
BM,1988,231,8/18/1988,1,500.135
BM,1988,243,8/30/1988,1,500.08
BM,1988,256,9/12/1988,1,500.08
BM,1988,271,9/27/1988,1,500.074
BM,1988,287,10/13/1988,1,500.068
BM,1988,298,10/24/1988,1,500.044
BM,1988,312,11/7/1988,1,500.062
BM,1989,122,5/2/1989,1,500.196
BM,1989,135,5/15/1989,1,500.172
BM,1989,151,5/31/1989,1,500.215
BM,1989,163,6/12/1989,1,500.227
BM,1989,178,6/27/1989,1,500.227
BM,1989,191,7/10/1989,1,500.196
BM,1989,206,7/25/1989,1,500.142
BM,1989,222,8/10/1989,1,500.068
BM,1989,234,8/22/1989,1,500.074
BM,1989,250,9/7/1989,1,500.068
BM,1989,263,9/20/1989,1,500.062
BM,1989,276,10/3/1989,1,499.956
BM,1989,290,10/17/1989,1,499.919
BM,1989,305,11/1/1989,1,499.931
BM,1989,318,11/14/1989,1,499.943
BM,1990,121,5/1/1990,1,499.868
BM,1990,134,5/14/1990,1,499.917
BM,1990,151,5/31/1990,1,499.899
BM,1990,164,6/13/1990,1,499.905
BM,1990,177,6/26/1990,1,499.887
BM,1990,190,7/9/1990,1,499.899
BM,1990,207,7/26/1990,1,499.874
BM,1990,218,8/6/1990,1,499.838
BM,1990,233,8/21/1990,1,499.874
BM,1990,248,9/5/1990,1,499.905
BM,1990,263,9/20/1990,1,499.932
BM,1990,274,10/1/1990,1,499.911
BM,1990,292,10/19/1990,1,499.923
BM,1990,302,10/29/1990,1,499.929
BM,1990,318,11/14/1990,1,499.923
BM,1991,126,5/6/1991,1,500.09
BM,1991,140,5/20/1991,1,500.096
BM,1991,156,6/5/1991,1,500.145
BM,1991,168,6/17/1991,1,500.127
BM,1991,182,7/1/1991,1,500.176
BM,1991,196,7/15/1991,1,500.203
BM,1991,210,7/29/1991,1,500.206
BM,1991,226,8/14/1991,1,500.151
BM,1991,239,8/27/1991,1,500.133
BM,1991,252,9/9/1991,1,500.145
BM,1991,267,9/24/1991,1,500.139
BM,1991,280,10/7/1991,1,500.115
BM,1991,302,10/29/1991,1,500.121
BM,1992,141,5/20/1992,1,500.393
BM,1992,155,6/3/1992,1,500.307
BM,1992,170,6/18/1992,1,500.292
BM,1992,190,7/8/1992,1,500.31
BM,1992,196,7/14/1992,1,500.328
BM,1992,212,7/30/1992,1,500.271
BM,1992,225,8/12/1992,1,500.264
BM,1992,238,8/25/1992,1,500.226
BM,1992,253,9/9/1992,1,500.207
BM,1992,267,9/23/1992,1,500.235
BM,1992,281,10/7/1992,1,500.21
BM,1992,293,10/19/1992,1,500.226
BM,1992,316,11/11/1992,1,500.198
BM,1993,138,5/18/1993,1,500.344
BM,1993,153,6/2/1993,1,500.368
BM,1993,166,6/15/1993,1,500.393
BM,1993,179,6/28/1993,1,500.444
BM,1993,195,7/14/1993,1,500.429
BM,1993,209,7/28/1993,1,500.399
BM,1993,224,8/12/1993,1,500.384
BM,1993,238,8/26/1993,1,500.362
BM,1993,251,9/8/1993,1,500.356
BM,1993,264,9/21/1993,1,500.371
BM,1993,277,10/4/1993,1,500.335
BM,1993,292,10/19/1993,1,500.329
BM,1993,314,11/10/1993,1,500.359
BM,1994,180,6/29/1994,1,500.359
BM,1994,206,7/25/1994,1,500.375
